seed,accuracy,macro_f1,macro_recall,correct,sample_count
20260909,0.8833333333333333,0.881702488914169,0.8833333333333332,265,300
20260910,0.8966666666666666,0.8952600427987107,0.8966666666666667,269,300
20260911,0.87,0.869138751984379,0.8699999999999999,261,300
