phase,is_best_epoch,epoch,train_loss,train_accuracy,selection_loss,selection_accuracy,selection_macro_recall,duration_seconds,cuda_peak_memory_bytes,loss_spike,loss_membrane,loss_distillation,loss_firing_regularization
ideal,False,22,1.4888649960302829,0.9924292495343388,1.6125062259384528,0.9571136827773996,0.9466860294660787,26.273246370999914,2870779904,1.482244265063024,0.026482671052924803,0.0,7.809048761343778e-05
ideal,False,23,1.496897035533832,0.9867211440245148,1.7247206214498385,0.876786929884275,0.8244285663009615,26.170783224999468,2870779904,1.4865240518959255,0.041491764125694046,0.0,4.4226596653778006e-05
ideal,False,24,1.4905274160591762,0.99134771375353,1.6661407339727092,0.9162695711368277,0.8789622578276015,26.252659017998667,2870779904,1.4830934495183272,0.029735501109750734,0.0,8.857608018085044e-05
ideal,False,25,1.4876700518602994,0.9906867752208136,1.6566413378050084,0.9458815520762424,0.9344485109959797,26.650824106000073,2870779904,1.4810320423005086,0.026551430777341123,0.0,0.00015270169003131202
ideal,False,26,1.487660906424153,0.9915279697169982,2.1505005248474216,0.6691626957113683,0.5521475306511595,26.836858479999137,2870779904,1.481212618051151,0.025792627315291174,0.0,0.00013894622640978367
ideal,False,27,1.4915652964927826,0.9908069458631257,1.8434263587890636,0.8019060585432267,0.800065253998104,26.091596479000145,2870779904,1.4835932239964411,0.03188743924572442,0.0,0.0002038819706014562
ideal,False,28,1.4866131354873873,0.9924292495343388,1.691889402085701,0.9084411164057182,0.8890614043228409,26.35181630200168,2870779904,1.4811714600393608,0.021765969265289006,0.0,0.00018241918243532216
ideal,False,29,1.48064535375986,0.9961545394460133,1.67527602877724,0.9278420694349898,0.9038302036629885,26.25083025799904,2870779904,1.4770185291956932,0.014506711230780553,0.0,0.00015296180777797934
ideal,False,30,1.4821140077519086,0.9946524064171123,1.658567965395845,0.943498978897209,0.9339133559885147,26.793399195001257,2870779904,1.4780469631221886,0.016267521433171415,0.0,0.00016966190586416757
ideal,False,31,1.4847785442385302,0.994171723847864,2.535223499620099,0.5490129339686862,0.41086865255487987,26.475383951999902,2870779904,1.4797030778227178,0.020301505174766057,0.0,0.00010008373442594225
ideal,False,32,1.5403021036385989,0.9674337559334255,1.7677747369056012,0.8835942818243703,0.8630177060407125,26.652087766999102,2870779904,1.5150993202180019,0.10081064661609772,0.0,0.0001274798442369545
ideal,False,33,1.4948200509001384,0.98846361833804,1.6804948487681057,0.9152484683458135,0.8992121265893355,27.067025147000095,2870779904,1.4856270421892879,0.03677080932652972,0.0,0.0003067953973732795
ideal,False,34,1.4926971872501962,0.9891245568707565,2.03934347808077,0.6848196051735874,0.5569364195073976,26.54721334000169,2870779904,1.4845027144064247,0.032776865382281334,0.0,0.0002594201432067237
ideal,False,35,1.504312751177576,0.9838971339301809,1.628166004944367,0.9452008168822328,0.9363284457455077,27.970043950001127,2870779904,1.4912178908189186,0.052378116409328275,0.0,0.00032775980419333427
ideal,True,36,1.4876002632553802,0.9923090788920267,1.580599116337713,0.9802586793737236,0.9715792195424635,27.676413520001006,2870779904,1.4810690795516464,0.026123572473936003,0.0,0.00028829612598449156
ideal,False,37,1.4830129424633045,0.9947725770594243,1.5813207697754736,0.9686861810755616,0.932224818346571,27.439109646998986,2870779904,1.478186492721371,0.019304490852151954,0.0,0.00032284478499790774
ideal,False,38,1.4806999045266975,0.9957940275190771,1.7051785858088078,0.9084411164057182,0.9099889585982337,27.482582648999596,2870779904,1.4764932283005419,0.016825404541742344,0.0,0.0003183157850881552
ideal,False,39,1.4786569764606512,0.9972961605479781,1.703004069438672,0.9135466303607896,0.8944975321888441,27.529888070999732,2870779904,1.4753305784019866,0.013304109963035432,0.0,0.00036375150725538754
ideal,False,40,1.4755910111399058,0.9980772697230067,1.7126665513802743,0.9050374404356705,0.8335488833121308,27.478855342000315,2870779904,1.473314334536404,0.009105227016463616,0.0,0.00037191148661117594
ideal,False,41,1.4926754325254028,0.9885837889803522,1.6865498482410075,0.8951667801225324,0.8148456293081505,27.419165614999656,2870779904,1.4846659674564535,0.03203629399928194,0.0,0.00038538184149740243
ideal,False,42,1.488280930048083,0.9915279697169982,1.817122568396016,0.820285908781484,0.8157521669880403,27.17026849800095,2870779904,1.4816661435079526,0.02645774855327844,0.0,0.00033883787017569233
ideal,False,43,1.481740633376851,0.9945923210959563,1.766291803612524,0.8604492852280463,0.746278702197567,28.032329023000784,2870779904,1.4770114668457224,0.018915499634792304,0.0,0.00028960117685807724
ideal,False,44,1.4810837648568558,0.9953133449498287,1.7906897877900272,0.8672566371681416,0.8548853309875539,27.9143313830009,2870779904,1.4771883431115862,0.015580709082414301,0.0,0.00024775698992425896
ideal,False,45,1.4876838497750813,0.9921288229285585,1.8960676361217719,0.7641252552756977,0.7421192596789555,28.13376150499971,2870779904,1.4818100359178696,0.023494143757275477,0.0,0.0002821009957227818
ideal,False,46,1.4943612545633778,0.9910472871477498,1.6071850739018783,0.9499659632402995,0.9456472142022652,27.228170030999536,2870779904,1.4854450165878041,0.03566398341668678,0.0,0.00023891444491787097
ideal,False,47,1.4813275844555294,0.9953734302709848,1.9576660686808431,0.7726344452008169,0.6054952433657326,27.848004531999322,2870779904,1.4775902946816322,0.014948276371678818,0.0,0.0002224516940285394
ideal,False,48,1.5069506358822429,0.9823349155801238,1.6348273396248554,0.9387338325391422,0.9185856450294724,27.363003262000348,2870779904,1.4936050260424407,0.053381632158786115,0.0,0.00020021891776634442
ideal,False,49,1.4841007490767772,0.995733942197921,1.6257196099194968,0.9520081688223281,0.9384325606497393,27.72972560800008,2870779904,1.4794612888360708,0.018556664411708484,0.0,0.0003030780780759007
ideal,False,50,1.4829115839107088,0.995553686234453,1.6216286670764017,0.9424778761061947,0.9333833331332283,28.00355369099998,2870779904,1.478611861012743,0.017197815726602898,0.0,0.00026619530198227967
ideal,False,51,1.479040423587331,0.9966352220152617,1.6398295230651243,0.9503063308373043,0.9218309047491381,27.807263767001132,2870779904,1.4763815978151713,0.010634072433553422,0.0,0.00030513737327311503
ideal,False,52,1.4817148127364173,0.9962747100883255,1.8484185715773382,0.7964601769911505,0.6954319422594281,27.90370987300048,2870779904,1.4784443923388866,0.013080520984581125,0.0,0.00029679934406740737
ideal,False,53,1.5637451728318723,0.9483867091269603,1.6217583855290734,0.9213750850918992,0.9051532275458497,27.209219550999478,2870779904,1.5288844286145582,0.1394420872639896,0.0,0.00022509127308842082
ideal,False,54,1.5074178559314686,0.981253379799315,1.862577119272854,0.8093941456773315,0.7856186638956829,27.487998071999755,2870779904,1.4959010369272134,0.04606674180643599,0.0,0.00014220708215185082
ideal,False,55,1.493900122518172,0.9885237036591961,2.0368614091282398,0.7147719537100068,0.6436355595679843,27.59869973000059,2870779904,1.4868842529246336,0.028061516703389223,0.0,0.00048098239954325967
ideal,False,56,1.5499143597383893,0.9589617256504236,1.621247647569811,0.9390742001361471,0.9186478235455782,27.888440587999867,2870779904,1.5202795621015515,0.11853608353532287,0.0,0.0007746289710556273
hw_finetune,False,1,1.4913233544601168,0.9920086522862465,1.6072035047616822,0.944860449285228,0.9252827581695493,31.4711642580005,2871673344,1.4849407971066466,0.025529215183899855,0.0,0.0002585902335317664
hw_finetune,False,2,1.4887709842381165,0.9907468605419696,1.826095134080714,0.8162014976174268,0.7009351267060838,30.60157235799852,2872066560,1.4829350850591148,0.02334227267781903,0.0,0.000320259655158289
hw_finetune,True,3,1.4921361947227239,0.9897254100823168,1.6491893645124909,0.94213750850919,0.9420393917590518,31.036589428000298,2872066560,1.485476232789811,0.026638382748504375,0.0,0.0003673856013297756
hw_finetune,False,4,1.4940876566732704,0.9863606320975785,1.6706348869409424,0.9373723621511232,0.9325783507317406,30.938882685999488,2872066560,1.4862396149138795,0.031390664336306114,0.0,0.00037313825770082657
hw_finetune,False,5,1.490087982081582,0.9908069458631257,1.7320694640187522,0.8955071477195371,0.9158192247783375,31.782698484999855,2872066560,1.484469550737343,0.022471913149776104,0.0,0.0004428580360603386
hw_finetune,False,6,1.500171489349704,0.9843177311782731,1.6736167884343656,0.904356705241661,0.9082493870236537,31.449917476998962,2872066560,1.4888348643513158,0.04534475401200824,0.0,0.0004372394453345078
